route,label,lat,lng,url,map,x,y
R191,萩保守作業所,34.3959841667,131.4001935028,,,,
R191,萩備蓄倉庫,34.3962869972,131.4002691667,,,,
R191,協和建設工業,34.3949325028,131.4014613333,,,,
R191,102k000,34.39336,131.37271,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k020,34.39352,131.37283,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k040,34.39367,131.37295,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k060,34.39381,131.37307,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k080,34.39396,131.3732,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k100,34.3941,131.37333,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,807,534
R191,102k120,34.39424,131.37347,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k140,34.39438,131.37361,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k160,34.39452,131.37375,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k180,34.39466,131.37389,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k200,34.39479,131.37402,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,1521,479
R191,102k220,34.39492,131.37417,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k240,34.39503,131.37434,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k260,34.3951,131.37454,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k270,34.39513,131.37464,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k300,34.39525,131.37504,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,2259,703
R191,102k320,34.39531,131.37524,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k340,34.39538,131.37544,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k360,34.39546,131.37563,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k380,34.39556,131.37581,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k400,34.39562,131.3759,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,2828,897
R191,102k420,34.39574,131.37607,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k440,34.39585,131.37624,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k460,34.39596,131.37641,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k480,34.39608,131.37658,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k500,34.3962,131.37675,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,3603,990
R191,102k520,34.39631,131.37692,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k540,34.39642,131.37709,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k560,34.39654,131.37726,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k580,34.39665,131.37743,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k600,34.39676,131.3776,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,4321,1071
R191,102k620,34.39689,131.37779,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k640,34.39701,131.37796,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k660,34.39712,131.37813,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k680,34.39724,131.37829,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k700,34.39736,131.37842,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,5046,1127
R191,102k720,34.39752,131.37853,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k740,34.39768,131.37863,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k760,34.39784,131.37873,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k780,34.398,131.37883,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k800,34.39824,131.37897,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,5810,895
R191,102k820,34.39841,131.37906,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k840,34.39857,131.37915,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k860,34.39873,131.37926,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k880,34.39888,131.37937,https://drive.google.com/file/d/1IDVLjuH-TI2PNGpZE3S9pzr0Udlk2eNz/view?usp=drive_link,map_01.webp,,
R191,102k900,34.3990382139,131.3795068556,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,380,911
R191,102k920,34.39918,131.37958,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,102k940,34.39934,131.37969,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,102k960,34.3995,131.3798,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,102k980,34.39965,131.37991,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k000,34.39976,131.37999,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,922,692
R191,103k020,34.39991,131.3801,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k040,34.40005,131.38024,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k060,34.40018,131.38039,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k080,34.40029,131.38056,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k100,34.40039,131.38075,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,1541,626
R191,103k120,34.40046,131.38094,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k140,34.40054,131.38114,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k160,34.40062,131.38133,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k180,34.4007,131.38153,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k200,34.40078,131.38172,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,2152,767
R191,103k220,34.40086,131.38192,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k240,34.40094,131.38212,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k260,34.40103,131.38231,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k280,34.40112,131.38249,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k300,34.40122,131.38267,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,2777,873
R191,103k320,34.40133,131.38285,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k340,34.40144,131.38302,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k360,34.40156,131.38318,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k380,34.40168,131.38334,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k400,34.40179,131.38348,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,3389,857
R191,103k420,34.40193,131.38363,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k440,34.40206,131.38377,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k460,34.4022,131.3839,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k480,34.40235,131.38403,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k500,34.40249,131.38417,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,4007,731
R191,103k520,34.40264,131.3843,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k540,34.40278,131.38443,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k560,34.40292,131.38456,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k580,34.40306,131.3847,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k600,34.40318,131.38483,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,4612,597
R191,103k620,34.40331,131.38499,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k640,34.40344,131.38514,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k660,34.40356,131.38531,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k680,34.4036716444,131.3854731361,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k700,34.40378,131.38565,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,5240,570
R191,103k720,34.40389,131.38582,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k740,34.404,131.38599,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k760,34.40411,131.38617,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k780,34.40421,131.38634,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k800,34.40437,131.38659,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,5921,590
R191,103k820,34.40448,131.38676,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k840,34.40459,131.38693,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k860,34.4047,131.38711,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k880,34.40481,131.38728,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k900,34.4049191917,131.3874521611,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,6553,607
R191,103k920,34.40503,131.38762,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k940,34.40514,131.38779,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k960,34.40525,131.38797,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,103k980,34.40536,131.38814,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,104k000,34.40543,131.38825,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,7135,619
R191,104k020,34.40554,131.38842,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,104k040,34.40565,131.38859,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,104k060,34.40576,131.38877,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,104k080,34.40587,131.38894,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,,
R191,104k100,34.40597,131.38912,https://drive.google.com/file/d/1Q6HQDhO5yE65qK4e04tlTlHhKKUtWC3s/view?usp=drive_link,map_02.webp,7747,640
R191,104k120,34.40607,131.3893,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k140,34.40617,131.38948,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k160,34.40626,131.38966,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k180,34.40636,131.38985,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k200,34.40649,131.39009,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,814,527
R191,104k220,34.40659,131.39027,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k240,34.40668,131.39046,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k260,34.40678,131.39064,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k280,34.40688,131.39082,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k300,34.40697,131.391,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,1441,524
R191,104k320,34.40707,131.39119,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k340,34.40717,131.39137,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k360,34.40726,131.39155,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k380,34.40736,131.39173,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k400,34.40746,131.39192,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,2072,524
R191,104k420,34.40755,131.39212,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k440,34.40765,131.3923,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k460,34.40774,131.39249,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k480,34.40784,131.39267,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k500,34.4079,131.3928,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,2669,534
R191,104k520,34.408,131.39299,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k540,34.40809,131.39317,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k560,34.40819,131.39336,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k580,34.40828,131.39354,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k600,34.40838,131.39373,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,3300,544
R191,104k620,34.40847,131.39391,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k640,34.40856,131.3941,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k660,34.40866,131.39428,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k680,34.40875,131.39447,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k700,34.40884,131.39466,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,3931,557
R191,104k720,34.40891,131.39486,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k740,34.40896,131.39507,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k760,34.409,131.39528,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k780,34.40902,131.3955,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k800,34.40903,131.39571,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,4515,772
R191,104k820,34.40903,131.39591,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k840,34.40902,131.39613,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k860,34.409,131.39634,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k880,34.40899,131.39656,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k900,34.40898,131.39678,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,5011,1131
R191,104k920,34.40897,131.39699,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k940,34.40895,131.39721,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k960,34.40894,131.39743,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,104k980,34.40893,131.39765,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k000,34.40892,131.39782,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,5508,1490
R191,105k020,34.40891,131.39804,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k040,34.4089,131.39826,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k060,34.40888,131.39847,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k080,34.40887,131.39869,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k100,34.40886,131.39891,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,6015,1863
R191,105k120,34.40885,131.39913,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k140,34.40884,131.39934,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k160,34.40882,131.39956,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k180,34.40881,131.39978,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k200,34.4088,131.40002,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,6535,2245
R191,105k220,34.40879,131.40024,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k240,34.40877,131.40046,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k260,34.40876,131.40068,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k280,34.40875,131.40089,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k300,34.40874,131.40111,https://drive.google.com/file/d/17yFZhcayqAzvn0MAW63Ie3005chvlipS/view?usp=drive_link,map_03.webp,,
R191,105k320,34.40873,131.40133,https://drive.google.com/file/d/1oCCN3xqd_CToMC-UYcjpjdmUtX_kRO0i/view?usp=drive_link,map_04.webp,,
R191,105k340,34.40871,131.40155,https://drive.google.com/file/d/1oCCN3xqd_CToMC-UYcjpjdmUtX_kRO0i/view?usp=drive_link,map_04.webp,,
R191,105k360,34.4087,131.40176,https://drive.google.com/file/d/1oCCN3xqd_CToMC-UYcjpjdmUtX_kRO0i/view?usp=drive_link,map_04.webp,,
R191,105k380,34.40869,131.40198,https://drive.google.com/file/d/1oCCN3xqd_CToMC-UYcjpjdmUtX_kRO0i/view?usp=drive_link,map_04.webp,,
R191,105k400,34.40869,131.40222,https://drive.google.com/file/d/1oCCN3xqd_CToMC-UYcjpjdmUtX_kRO0i/view?usp=drive_link,map_04.webp,970,2706
